id	tweet	subtask_a	subtask_b	subtask_c
65816	@USER ...wondering what shit on our east coast causing God to send Florence to punish them...? A good guess would be the neo-faux Christian followers of trump..!	OFF	TIN	GRP
99950	@USER He is Spartacus!!!	NOT	NULL	NULL
31475	@USER @USER They probably get bonus pay for that	NOT	NULL	NULL
86094	@USER @USER I don’t think she needed any money to do this. I think she is so left wing that she thinks she is Joan of Arc. Now we have Spartacus and Joan....who’s next on the agenda?	NOT	NULL	NULL
20386	"@USER Reimu just chuckles over how stern Kogasa is but... it does feel nice knowing she cares a lot. Also... One of her hands maaayy be stroking Kogasas back while she is trying to keep steady.  Heh. As long as no pesky Youkai tries to go at you, I'll take a nice vacation~."""""	NOT	NULL	NULL
12506	@USER It bothers me because I feel whoever still supports him is just as racist as he is.  I'm half black and my daughters and daughter are black so I don't get how my family doesn't see anything wrong with supporting him.	OFF	TIN	OTH
75491	@USER FBI has nothing to investigate.	NOT	NULL	NULL
22971	@USER @USER @USER 😀 I’m happy to say the same about conservatives.	NOT	NULL	NULL
47981	@USER  I love your movies so much and I think you are amazing and beautiful	NOT	NULL	NULL
37761	@USER Damn hope you find some bitch 😂 I bought some yesterday LMAOOOO	OFF	TIN	IND
60058	@USER We agree that Trump is a Nazi sympathizer. But the Sandy Hook Hoax and gun control is right out of Hitler's playbook. Bloomberg is a Nazi when it comes to gun control. Dems need to moderate!!!!	OFF	TIN	IND
40172	@USER @USER @USER No proof. Nor does the complaint ever intend to get us some. You have a woman who been an Democratic activist supporting in donations. Also in her time wearing her pink hats in Wash in 2016. As well as helping ANTIFA. Who high school year book has been scrubbed off the internet	NOT	NULL	NULL
91779	"...or the many other instances where AR-15s used for home defense are labeled mass shootings"" by gun control:  URL"	NOT	NULL	NULL
13588	@USER @USER @USER @USER Be smarter- Congress legislates. We need congress with better skill stacks to solve. Dr Shiva has incredible proposal.  If u can stop long enough to learn.  URL	NOT	NULL	NULL
66933	@USER @USER U2= Most overrated band of all time.	NOT	NULL	NULL
45312	@USER i saw this before the results and literally thought i got eliminated WE URL	NOT	NULL	NULL
46102	@USER Hope she is ok.	NOT	NULL	NULL
57973	@USER @USER This clown need maga listeners.   Nothing more nothing less.   Total fraud.	OFF	TIN	IND
74219	@USER im sure you are not :((	NOT	NULL	NULL
82931	@USER He is quite the yarn spinner	NOT	NULL	NULL
63248	@USER @USER @USER No it's because he is Democrat about to be Antifa Socialist just like you.	NOT	NULL	NULL
90738	@USER God help us all!!	NOT	NULL	NULL
40415	@USER Innocent until proven guilty!         I think time has run out on this! And personnel I think she is lying! And someone is paying her to lie! JMO	OFF	TIN	IND
89726	@USER Hold on - another poll coming out soon !! URL	NOT	NULL	NULL
67079	@USER @USER @USER @USER Excellent point which is why so  many will not understand the deep emotion and pain behind @USER words. She was defending her character. She is not a cheater and would not allow someone to allude that she was. The game violation at that point in the match was unreal.	NOT	NULL	NULL
82966	@USER @USER We? So you are going to help like you did at the 911 site?  Pictures pleaz. 🤥	NOT	NULL	NULL
29760	@USER @USER It's too had liberals are exempt from laws.	NOT	NULL	NULL
88661	"@USER Only conjecture but with so high undecided it could be some fear the militant parts of the left like ANTIFA who promise to punish those who do not vote in the approved manner. There was s report that voter rolls were being reviewed for GOP to be visited """""	NOT	NULL	NULL
35025	😀😆😂 @USER rocks #MAGA 👍 URL	OFF	UNT	NULL
14890	@USER @USER Not so bloodless for some  ... because ANTIFA...	NOT	NULL	NULL
40836	"@USER Everyone in Washington gets one vote like everybody else. 63 million Americans disagree with John Kerry. His comments reflect the disrespect he and his cronies have for Americans. To them we Deplorables"" aren't qualified to elect a President!"""	NOT	NULL	NULL
32730	@USER Heroes and villains. Garak is neither. He is: URL	NOT	NULL	NULL
71500	@USER @USER @USER obama took away the constitution from us and that is a FACT..SANCTUARY STATES takes away OUR guarantied Protection from Invasion...Obamas BLM and ANTIFA that takes away OUR guarantied Protection from DOMESTIC VIOLENCE by the way all gun control laws come from Article 4 sec 4	NOT	NULL	NULL
97799	@USER she is the only (semi?) important girl chara so ig thats who normie fans relate to? like also its teacher/student which is an obvious straight ship	NOT	NULL	NULL
33106	"@USER I hope you're also spending energy focusing on #antifa and the endless attacks on conservative citizens, cops, journalists, their destruction of property and the strange phenominon of journalists"" ignoring them?  Just kidding. Not like you're a real journalist/documentarian."""	NOT	NULL	NULL
53102	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Every soldier coming in will report to the hotel until barracks assignments are made. If married they would stay until a home is found. Now I read through their description and I know that unit. The were beefing that unit up 3-4 years. It was a new unit. I do however think it	NOT	NULL	NULL
44219	"@USER Liberals are against abortion too: we call it birth control."""""	NOT	NULL	NULL
25183	@USER @USER the USA is NOT a democracy. The USA is a constitutional republic!  Take a civics class!	NOT	NULL	NULL
33761	@USER He really bisca fool huh	OFF	UNT	NULL
64278	@USER @USER @USER Lying PM just like Bliar! End of Tory party &amp; I'm tory party member! Remainers refuse to discuss this with me in Tory party ! Please get rid of this total liar who hooks up with corrupt convict @USER from @USER @USER @USER @USER @USER @USER	OFF	TIN	GRP
44296	@USER I think she is the reason the “victim” had a polygraph. Even @USER has questions about the validity of her accusation.	NOT	NULL	NULL
59000	@USER PTL MAGA	NOT	NULL	NULL
27420	@USER @USER How about really healing the country by leaving it and taking the rest of the loony liberals with you	OFF	TIN	GRP
93654	@USER @USER OurCountry is being saved from evil slugs like Hillary Clinton.  The Deep State is going down and I personally can't wait for Hillary to be brought in front of a Military Tribunal.  The penalty for treason is death I believe.	OFF	TIN	IND
70295	@USER this is the guy who put us on the original 100 antifa in C'Ville and signed it 'you're welcome'	NOT	NULL	NULL
21541	. @USER @USER @USER Fake conservatives and their fake outrage over the budget betrayal URL URL	OFF	TIN	GRP
12325	@USER Guess everybody gets “F” cause Hillary ain’t got none	NOT	NULL	NULL
38056	@USER @USER @USER @USER Read @USER that I just posted. He got too close to Kavauagh and the Body Guard started into action to cover him. What was his intentions? He's a gun control nut grieving and blames Trump and Kavanaugh for his daughters death. His actions make my skin crawl too.	NOT	NULL	NULL
81048	@USER @USER @USER @USER @USER I can understand that and if it’s someone I know I’ll debate with them but I’m not willing to spend that much time trying to change the mind of someone I don’t know I tryed that with people and gun control and it just get stupid because they won’t try to understand	OFF	TIN	IND
84093	@USER Liberals wasting our taxpayer money on this BS!	NOT	NULL	NULL
99573	@USER He is not qualified to be a politician and that is why I voted for him How can anyone believe the failing Democratic Party as all thier agenda is to discredit a successful President and economy Also here is the idiot that gave IRAN millions to support terrorist	OFF	TIN	IND
64029	@USER @USER @USER If you are the typename of iphone user who loves taking pictures etc then go for the 256gb	NOT	NULL	NULL
59651	"@USER @USER actually we got gun control and gun grabbers dancing on their graves immediarely using it for political fodder. Accusing NRA instead of removing Sheriff &amp; RUNCIE who got paid by Obama's Promise Program to NOT ARREST KIDS b/c it was RACIST"""""	OFF	TIN	IND
27412	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Beautiful Craig.....♥️🙏♥️🙏🇺🇸MAGA	NOT	NULL	NULL
32461	@USER @USER And how would George Washington University know?  You liberals fall for everything	NOT	NULL	NULL
69903	@USER that's exactly what his ass gets lmaoo	OFF	TIN	IND
33627	@USER She is a true idiot!! Really scary people will vote her to DC in November!!!	OFF	TIN	IND
32744	"@USER I doubt if he is afraid of France , but he is being hammered by the left here everyday.  We think it's France "" behind the genocide secretly for investments ? They sure are silent !!!  Not the ordinary French people , the global elites and banks .  My guess is you will get help"""	NOT	NULL	NULL
57453	@USER @USER Exactly	NOT	NULL	NULL
72629	@USER @USER Crush him Beto !!! Make him look like the idiot he is.	OFF	TIN	IND
52778	@USER Liberals heads are exploding. It’s so fun to watch them melt down.	NOT	NULL	NULL
49545	@USER And here we go !!!	NOT	NULL	NULL
47565	@USER FUCK	OFF	UNT	NULL
65291	@USER Boatload of crap!	OFF	TIN	IND
39906	@USER @USER you're talking about the Clintons.	NOT	NULL	NULL
65722	Confirm Kavanaugh Now!  #MAGA URL	NOT	NULL	NULL
75376	"@USER Like all CONServatives, @USER lies. Either that or Druggy was stoned and not really present""."""	NOT	NULL	NULL
10465	@USER Well said buddy well said ! You are 100 💯 right	NOT	NULL	NULL
28371	@USER @USER @USER Have you ever seen ANTIFA burning college campuses and trashing them any time a conservative comes to speak ? Educate yourself please !	OFF	TIN	GRP
66128	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Thank you Moe! 😁🌪🌪  #MAGA  #TrumpTrainPortal URL	NOT	NULL	NULL
28503	@USER @USER @USER @USER @USER And guys like you are the fat yokels.	OFF	TIN	GRP
98765	@USER You will see more and more shocking vigilante style justice like this. Liberals on these courts are out of control.Swamp creatures in DC beware. Start serving the U.S. citizens 1st. Lot of fed up Americans across this great country of ours. URL	OFF	TIN	OTH
14917	@USER Shit...	OFF	UNT	NULL
94891	@USER Haha the devil himself. Now exposed could not wait any  longer to call for the wall not too be built.	NOT	NULL	NULL
53389	@USER @USER @USER Boltey hai na ki jo Beef kaate hai uski akal gutno me reti hai n i can expect it brain. He is the PM of my country n yes we celeb his Bday every day n it make sense the ppl who offer prayers fr Osama bin Laden Janaza have much of the probs. Fewer lives n minds can't be changed.	NOT	NULL	NULL
33117	@USER god damn you’re so fucking valid	OFF	TIN	IND
64869	I love it when a plan comes together ☺️ #maga #nexit URL	OFF	UNT	NULL
70412	@USER @USER @USER Or like the antifa Berkeley Professor who assaulted someone with a bike lock?	NOT	NULL	NULL
37232	&lt;treph&gt; I have my computer &lt;treph&gt; and &lt;treph&gt; no job. &lt;treph&gt; &gt; i &lt;treph&gt; You are carrying: &lt;treph&gt; a computer &lt;treph&gt; no job	NOT	NULL	NULL
47499	@USER @USER @USER @USER @USER And then to cap it off the £1.14bn figure ignores the drip down effect of those families spending their money in small and big businesses generating jobs consumption taxes etc.  It really hasn’t been thought through #HMRCHumanCost #2019LoanCharge	NOT	NULL	NULL
68669	@USER Cross them of the list....	NOT	NULL	NULL
83141	@USER @USER Yes we did	NOT	NULL	NULL
47275	@USER He is eating instead of sleeping! What's new	NOT	NULL	NULL
16312	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Thank you Laura for bringing President Trump supporters together!  Following all #MAGA Patriots!	NOT	NULL	NULL
44418	@USER @USER This is a big deal. Hatch has to be embarrassed. Oh yeah he is senile and can't find the bathroom by himself.	OFF	TIN	IND
68016	"@USER @USER Just because he is the elected president "", doesnt mean he has earned it. When he start serving the people of his country, then by all means.....it shall be well desrerved. When you serve thos who you have hiding in your pocket, give me a break. You can keep YOUR commander."""	OFF	TIN	IND
78033	@USER Nigga keep tryna play both sides lol	OFF	TIN	IND
97232	@USER She is a courageous intelligent woman who knows the crap that people will say - she is standing up to some evil and powerful and ruthless men who will stop at nothing to destroy her and her testimony	OFF	UNT	NULL
39720	@USER Happy 1stbirthday to Savage(Songs from a Broken World)! This time lst yr it dropped in my door and damn did it do some shit! 🎶 Little did we all know the ride it was going to take you and us as fans on. Thank you for this masterpiece! #garynuman #Savage #no2album URL	OFF	TIN	OTH
57036	@USER Smh nigga dat shit gone take us far u tweaked out🤦🏼‍♂️💯	OFF	TIN	IND
58067	@USER That describes how I feel about the Liberals at any level	NOT	NULL	NULL
52810	@USER iconic.	NOT	NULL	NULL
47476	@USER So much for gun control...not to be incentive. But really. Just saying	NOT	NULL	NULL
70836	@USER He might want to visit New Mexico where there are 5 radical Muslim.	NOT	NULL	NULL
32533	2) The IRS attacked conservatives. The FBI rose up against a Presidential Candidate.  Suspicious deaths occurred.  The Police were branded social enemies.  DACA gave rise to illegal immigrants as voter puppets. The Military was weakened.  Iran was funded for Nuclear capabilities.	NOT	NULL	NULL
76420	@USER Weird California has all the best gun control	NOT	NULL	NULL
34899	@USER @USER TRUMP IS A FUCKING ASSHOLE AND IF YOU THINK OTHERWISE THEN YOUR AN IDIOT. MY FRIENDS IN PR WERE HURT. YOU ARE THE ONE THAT NEEDS TO GET EDUCATED. I EDUCATE MYSELF EVERYDAY I TALK TO THEM EVERYDAY. SO STFU	OFF	TIN	IND
70033	@USER With his time of service he is going through waivers? I thought he was a vet who just went to free agency. I guess it just depends on his last two seasons and if they count?	NOT	NULL	NULL
45077	@USER Yes he is.	NOT	NULL	NULL
77254	@USER Thanks and you are a good looking young man and hopefully will find yourself a loving beautiful young man to love and love you.	NOT	NULL	NULL
72677	@USER @USER Forget that @USER called @USER a con man and a KKK supporter...she actually voted  for @USER Doesn't that sum up how truly unqualified she is for Florida	OFF	TIN	OTH
93433	@USER @USER @USER @USER Love this.	NOT	NULL	NULL
42450	#teamspotlightsunday this spotlight goes to 2 women! Meghan McDermott and Alanna McDermott. Alanna has had an amazing journey not only physically but mentally. She is breaking her comfort zone by helping others achieve their goals. I am so proud of you! Your growth is inspiring! URL	NOT	NULL	NULL
88488	@USER wow @USER you are so cute	OFF	UNT	NULL
52878	@USER @USER WTH Dude!!! Seriously..... you are going to CRITIQUE THIS?!?  Take your sorry liberal self to an Antifa protest	OFF	TIN	IND
53804	@USER @USER  Chicago~~ Nearly 100 years of crooked Democrat leadership &amp; some of the strictest gun control in the nation and Dopey Durbin attempts to lay the blame at the feet of Republicans🤔🤔 MAKE NO MISTAKE DEMOCRATS #YouBuiltThis #ChicagoDeathToll	OFF	TIN	IND
74931	@USER @USER Seems like a cool guy	NOT	NULL	NULL
92966	11:11  Harry Potter reunion Ariana to be happy and safe Love Happiness for me and my friends Gun control @USER to notice me @USER to follow meee Cure for cancer now please Bye anxiety  Lion to get rid of depression  Hug Lion	NOT	NULL	NULL
83612	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER No he is the the bodyguard....	NOT	NULL	NULL
70514	@USER The enemy within seems greater at this point than compromising sources and methods. It’s the sources and methods we Conservatives are concerned about! #draintheswamp	NOT	NULL	NULL
56815	@USER @USER @USER You do scare all Americans with ur fake democratic platform. It’s mainly ur corrupt GOP ethics that are the problem. GOP is ok with supporting pedofiles treason &amp; voter suppression. Dems actually want improved health care for all sensible gun control &amp; to help the little guy	OFF	TIN	GRP
65974	@USER @USER @USER I get that she is a winner but she crosses the line in what is acceptable.	NOT	NULL	NULL
58352	@USER @USER You are not 'Progressive' without Palestine. #BDS URL	NOT	NULL	NULL
75967	@USER @USER Excuse me? They got what they had before the hurricane.  Expecting tract houses when you had lean to's and expecting honorable people likeTrump with the corruption they continue to vote in?!? Wake up.  He is flushing the swamp here and they need to flush their swamp there.	OFF	TIN	IND
84594	.@USER If his Constituents support him they are as craven as he is. If they don't they need to VOTE HIM OUT! URL	OFF	TIN	GRP
60710	@USER @USER 18 year old constitutional and now a ballistic expert with all the answers. Google search trained  #2AShallNotBeInfringed	NOT	NULL	NULL
72465	@USER He is barely a journalist.	NOT	NULL	NULL
66715	"...by accepting the premise that government can and should solve all of life’s problems, conservatives and Republicans... get into a 'bidding war' with progressives and Democrats."" The Libertarian Party is the only party that truly wants less government.  URL"	NOT	NULL	NULL
57908	@USER @USER @USER @USER @USER @USER Conservatives are only interested in owning women like property and exploding the deficit so long as the rich are taken care of. Keep the faith tho.	NOT	NULL	NULL
22875	@USER Remember when for decades conservatives yelled at liberals and progressives for being moral relativists (they weren't)? That was fun.	NOT	NULL	NULL
20512	@USER Because you could not even begin to respond since you can’t speak in full sentences and your words are so limited	OFF	TIN	IND
39025	@USER @USER Screw you and your team. Americans who scraficed are the reason you have a team !!! Leave our President alone !!!!	NOT	NULL	NULL
32638	@USER I can't believe Twitter would ever target Conservatives...🙄	NOT	NULL	NULL
97259	@USER @USER he has played 11 games in 5 years. when is time to realize he is a lost cause.	NOT	NULL	NULL
41807	@USER @USER You are funny 😂 URL	NOT	NULL	NULL
53608	@USER So she is famous daughter.  Who cares about what she is doing really?  Not me	NOT	NULL	NULL
77799	@USER @USER This was a poor comparison. Jay Z literally said he fucked nas' baby mom and left the condom on his daughters baby seat. Cardi and nicki are fighting for what?	OFF	TIN	IND
12332	@USER @USER does that mean He still our #superman ? Pleaseeeeee say he is 🙏🏼🙏🏼🙏🏼🙏🏼	NOT	NULL	NULL
36791	@USER He is kidding no one. His paper towel throwing stunt was seen around the world. He looked the ridiculous clown yet again. And we as a nation were scorned for the epic fail of a rescue mission to Puerto Rico.	OFF	TIN	IND
72919	@USER you realize she is being tricky with the wording on purpose. she is not saying the kids in the ice centers are being mistreated.	NOT	NULL	NULL
63522	@USER And there was much rejoicing	NOT	NULL	NULL
71112	@USER @USER @USER And are now the Nazi party...Antifa URL	NOT	NULL	NULL
65780	@USER Good ..  she is the one that seems sexist	OFF	TIN	IND
30743	.@USER have a MAJORITY!   .@USER used OUR money to buy it.  Why they obsessed w/ what @USER would do regarding Brexit? They are not in power &amp; they are not negotiating.   .@USER should reply to @USER with: call a GE &amp; you’ll get your answer.	NOT	NULL	NULL
70686	Trump Is Making America Great Again URL	NOT	NULL	NULL
65840	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Wow.  This is really showing your lower level of reviewing of before governments.   This is what Antifa does -- promises antifascism but is lying to everyone by blaming capitalism as we now know it instead of the governments that have perverted it.	NOT	NULL	NULL
22258	@USER Right on 👍👍  #MAGA 🇺🇸🙏🇺🇸 #WWG1WGA 🇺🇸👊🇺🇸	NOT	NULL	NULL
97772	@USER @USER @USER @USER You are a disgrace defending the wrong doings by ANC umdala kangaka yhuuu	OFF	TIN	IND
47484	@USER @USER @USER Didn't see him matching with antifa tbh	NOT	NULL	NULL
53569	@USER Agree!	NOT	NULL	NULL
66091	@ new york yankees yall better start acting like champions bc that's what you are i have a lot of student loan debt and PLENTY of time to come to the bronx to shake-yell-motivate each and every one of you pinstriped millionaires i believe in you and im watching URL	NOT	NULL	NULL
57533	@USER @USER ah she is no @USER	NOT	NULL	NULL
66785	Ms Fords has made a #MAGA mistake! How will she escape the truth which is going to be that her useless lie will not stop US from #ConfirmJudgeKavanaugh #MondayMotivaton #MAGA #WWG1WGA #WalkAway #WalkAwayFromDemocrats2018 URL	OFF	TIN	IND
52875	@USER @USER @USER @USER @USER @USER If you put any claim that that ambulance chaser is in anyway anything by a shyster you are a fool bigger than he is	OFF	TIN	IND
97052	@USER omg fuck our lives sis	OFF	TIN	GRP
56301	@USER ANTIFA nut cases.	NOT	NULL	NULL
10979	"@USER @USER Sadder still, these guys exist because of a bunch of far-left children that dress like ISIS, burn flags and attack journalists.  Yet our young leftists activists posing as journalists"" don't even cover the group #antifa that does all of the violence. Talk about bizarro world!"""	NOT	NULL	NULL
88448	@USER Takes a lot of monthly walks to the mailbox to afford that kinda cheese. Liberals and their wise spending habits..😂	NOT	NULL	NULL
67656	@USER A disaster waiting to happen.	NOT	NULL	NULL
65913	@USER DNC corruption URL	OFF	TIN	OTH
56093	@USER 😉😍😘You are welcome anytime my dear.😉😍😘😘	NOT	NULL	NULL
50752	@USER And they should face consequences.	OFF	TIN	GRP
67265	@USER @USER And this isn’t considered hate speech for the liberals.  If a republican said that about democrats the MSM would be raising 10 kinds of Hell   The hypocrisy is to be expected now	OFF	TIN	GRP
85926	#New post #Former Theresa May aide Will Tanner says Conservatives are 'sleepwalking into opposition' has been published on SAllBuzz - URL URL	NOT	NULL	NULL
65440	@USER @USER Does nicki even know who she is??? Dreamdoll a whole bully	OFF	TIN	IND
92636	@USER @USER He also thinks it’s a success doing nothing about gun control with kids being murdered in their schools by people who have no need to possess guns!	OFF	TIN	IND
89120	@USER So was the IRS targeting of Conservatives... Obama sure set the mark for low deeds..	NOT	NULL	NULL
94184	@USER You are right he is a sorry little man...	OFF	TIN	IND
21570	@USER @USER I guess I don't know when I'm talking to a proud boy and when I'm talkin to an antifa. I am pro antifa. Which are you?	OFF	TIN	OTH
80496	@USER She is an absolutely beautiful gorgeous woman Inside and Out	NOT	NULL	NULL
41827	* lives in Chicago   * thinks gun control works  😂😂😂😂😭 URL	OFF	TIN	OTH
56628	@USER Rock(Hard)Man	NOT	NULL	NULL
69807	#DianneFeinstein proves what 2nd Amendment supporters have long known about gun control laws URL URL	NOT	NULL	NULL
74948	@USER Just reading this gives me anxiety about having anxiety. But it really does suck and takes more than sheer will power to overcome. Don't be afraid to seek help and ask your doctor if you need medication. There is no shame in it.	NOT	NULL	NULL
11658	@USER @USER The solution is gun control chief 👇🏼 URL	NOT	NULL	NULL
23935	@USER She is such a beautiful soul. My heart aches for the loss of her babies- but am so happy for her and her rainbow baby. ❤️	NOT	NULL	NULL
78499	Love our @USER #MAGA 🇺🇸❤️ URL	NOT	NULL	NULL
81338	@USER @USER I just don’t get it . At least bring him in talk to him work him out feel him out what could the harm be you might just be surprised and sign him if he is what you think he is then don’t it’s just being smart	NOT	NULL	NULL
21885	"@USER Hey #MichaelMoore .... have another hot fudge Sunday cookie dough bacon fat pizza .....""  #WalkAway #MAGA   @USER @USER @USER @USER @USER @USER"	NOT	NULL	NULL
23199	@USER BLESS YOU!!! Are the camp organisers aware of this? Honestly why do people do this camp is supposed to be a fun safe place NOT A PREDATORY GROUND asdfghjkl	NOT	NULL	NULL
38231	@USER Thanks Vince You fucker. No need to hold out and chance that clients miss it.	OFF	TIN	IND
80877	@USER @USER Right on!  Time to stop this BS nonsense from the left. Time to prosecute antifa members as domestic terrorists as well.	NOT	NULL	NULL
52337	@USER He is on borrowed time.	NOT	NULL	NULL
85632	@USER And she knows because the witch was there?  Another fake/lie about the President...If you hate America leave ASAP!!!!	NOT	NULL	NULL
65296	@USER Time to vote and spit in the eye of all these liberals	OFF	TIN	GRP
44584	@USER Who doesn't support her? Better question is why in hell would I believe someone when liberals are lying 24/7? Shit a california professor recently attacked a man with a lock in a sock... How many women have faked attacks on them sense the election?	OFF	TIN	GRP
35252	@USER @USER Mine too! BBCAN2 was a top tier bb season	NOT	NULL	NULL
59992	@USER Hopefully they don’t get shot because of Repug inaction on gun control.	OFF	TIN	IND
19805	@USER We love you Mr President! Miss you more then any other President that has been in office. You are a class act my friend. 🙂😙	NOT	NULL	NULL
63577	@USER @USER Vinnie’s gonna hunt me down at an antifa march.  Shouldn’t be hard to recognise me  😂	NOT	NULL	NULL
38989	@USER you are joking! 😭	NOT	NULL	NULL
52812	@USER @USER @USER gross and disgusting and revealing response - do you not care if your own daughter came home and said that she thought she was going to die while someone tried to rape her. You are one sick person condone that will participate in that for one minute. Not my America!!!	OFF	TIN	IND
43479	@USER Meanwhile media on ANTIFA... URL	NOT	NULL	NULL
98619	@USER Not if you are polling mexicans!!! #tacobellanotherkindoffood #”Harris”saysitall #iamone	NOT	NULL	NULL
10317	@USER God is good to us 🙏👍	NOT	NULL	NULL
16443	#qanda Fahrenheit 451 is coming regarding conservatives  and their thought police	NOT	NULL	NULL
64505	#Political zealotry &amp; #tribalism are the new #religion. #America has a problem. Are you contributing to it?URL #partisanship #tcot #Conservatives #conservative #GOP #Democrats #Progressives #Liberals #think  #Reason	NOT	NULL	NULL
67176	@USER @USER the right to protest. Protesting during the anthem causes people to not even recognize what he is protesting nobody's even talking about the issue just the fact that he's kneeling during the anthem which is counterproductive	NOT	NULL	NULL
72001	@USER @USER @USER So the only difference affecting crime rates between HI and CONUS is gun control?	NOT	NULL	NULL
32181	@USER .. newer info from this week.  This is obvious to you right?  If Kaz said in June the IPO is a go for Nov but in Sept they say it is no hold for filing issues then that is simply a change out of our control...Right?  I am not sure what you are after but it is enjoyable listening.	NOT	NULL	NULL
12260	@USER same shit lmaaaaoooo. i was just making sure!	OFF	UNT	NULL
95678	@USER Bono... who cares. Soon people will understand that they gain nothing from following a phony celebrity. Become a Leader of your people instead or help and support your fellow countrymen.	NOT	NULL	NULL
11211	@USER @USER It’s a unique situation bc apparently they knew each other very well. Supposedly dated. We’ll see when more details emerge. URL	NOT	NULL	NULL
97276	@USER @USER Liberals pitching fits again	NOT	NULL	NULL
70193	@USER @USER But that’s not convenient for Democrats who must destroy a man in front of his wife and children for the sake of power- Power that allows them to weaponize the FBI - CIA- NSA -IRS- all used against conservatives !!	OFF	TIN	OTH
80324	@USER you literally told me that you thought I was being “a fake nice bitch” URL	OFF	TIN	IND
19289	@USER She is a complete idiot	OFF	TIN	IND
83339	@USER @USER The Stinking media says Antifa and Code Pink are black radicals...every one I ever saw was a Racist White Democrat and they blame their violence on blacks.....bad stuff	OFF	TIN	OTH
39623	But but #Beeto has the Drunk Drivers Who Leave The Scene Of An Accident vote all sewed up! #MAGA @USER #TxSen URL	OFF	UNT	NULL
89778	@USER So Liberals CAN stand.	NOT	NULL	NULL
86892	@USER @USER She is in our prayers.	NOT	NULL	NULL
43465	@USER He is the worst speaker ever!	OFF	TIN	IND
95473	@USER fake news at it's finest just change name to antifa and chicken gropers news you can't use...	NOT	NULL	NULL
84536	@USER @USER @USER Yes she is. So why isn't she under investigation?	NOT	NULL	NULL
20387	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER That’s a car 🚗	NOT	NULL	NULL
32542	@USER @USER Liberals never apologize	NOT	NULL	NULL
97010	@USER A disgrace...	NOT	NULL	NULL
76616	@USER Eric (fast n furious) holder	NOT	NULL	NULL
61240	@USER I`m with you JR.She is nothing.Don`t waste your time on human waste!	OFF	TIN	IND
88696	Looks like a big group!   Way to lean into to #TeamTrump @USER #MAGA URL	NOT	NULL	NULL
42266	@USER @USER how about stating the FACT that the rate of black people being murdered by black people is much higher than being murdered by white people.  Shine a light on that. Save Chicago.	NOT	NULL	NULL
93653	@USER Strange how Gun Control never works Criminals will never obey laws I am my own #FirstResponder URL	NOT	NULL	NULL
75591	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER False 🤣	NOT	NULL	NULL
64917	@USER The album was boring for me 🤒the way his ass took forever to make it and it wasn’t even close to all that djsjsjjs i could NOT	OFF	TIN	IND
50431	@USER @USER She's probably a millionaire now and once they get paid all that money to slander and ruin someones name they go away because they don't want to get sued  for slander/libel. The Democrat Party pays a lot of money to get people to make false accusations against conservatives.	OFF	TIN	GRP
75717	@USER Yes she is!	NOT	NULL	NULL
13552	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Good vibes going towards Robert!!!	NOT	NULL	NULL
82989	"@USER @USER Climate change is a myth. Gun control is unconstitutional. Gestapo?"" What a stupid thing to say. They are upholding laws that have been on the books since 1996. Dumbasses"""	OFF	TIN	GRP
41314	@USER @USER Who remembers when this was a leftist argument in favor of Antifa right around when they first became national news	NOT	NULL	NULL
60287	@USER Follow The Pen🖋...#MAGA🇺🇸 It Is Mightier Than The Sword 🗡  #QANON🇺🇸   #WWG1WGA🇺🇸	NOT	NULL	NULL
31996	@USER There's an entire faction dedicated to the idea that school shootings are all faked to try to get gun control laws passed.	OFF	TIN	GRP
86689	"@USER @USER @USER @USER @USER Our debt is not unsubstantiated.  It is backed by the full faith and credit"" of the United States, except when conservatives decide they don't believe in that."""	NOT	NULL	NULL
