id	tweet	subtask_a	subtask_b	subtask_c
71062	@USER @USER Don’t let the door hit ya...	OFF	TIN	IND
88135	@USER @USER @USER @USER You should tell the @USER They've just posted a tweet about how much better the railways are since they privatised them...  URL	NOT	NULL	NULL
22011	@USER Another reason not to root for the Panthers...#MAGA	NOT	NULL	NULL
63117	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER She looks like she is planning a sneak attack 😅	NOT	NULL	NULL
86186	@USER The liberals sure are walking a VERY dangerous line.	OFF	TIN	GRP
82750	// AWWWWW thank you so much! You are a brilliantly talented writer and I am so thrilled to interact with you! This thread is going to be epic! URL	NOT	NULL	NULL
92106	@USER @USER @USER One day you are gonna be an expert mate 😻👍😹	NOT	NULL	NULL
41092	@USER You are a cheater casey!	OFF	TIN	IND
43381	@USER Kerry is so full of shit he is undermining things and he knows it! The Iran debacle is his baby and he wants to keep it no matter what it costs!!!!!!!!	OFF	TIN	IND
19496	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER He is an angry puppet who is trying to pretend that teaching children acceptance of others and tolerance is somehow political and wrong. That's just how hate filled he and his party are. That's the real politicizing. NOT teaching kids gay people exist. Party of lies.	NOT	NULL	NULL
17621	@USER Guilty until proven innocent...right..?	NOT	NULL	NULL
29727	"@USER If the media stop reporting what happens on The View"" perhaps it will disappear from view. If  Conservative America wanted to know what those imbalanced voices had to say we would watch it. The rest of us are busy watching the sidewalk for poop put there by Hollywood liberals."""	OFF	TIN	GRP
16151	@USER @USER It's Antifa Ford.	NOT	NULL	NULL
29839	@USER Alternative: people died in PR because of a freakin HURRICANE you half wit	OFF	TIN	IND
89532	@USER @USER @USER I assume the UK Conservatives are also massively against early years assessments?	NOT	NULL	NULL
48830	@USER How are those strict gun control laws working out for you Dems!	NOT	NULL	NULL
14102	"@USER How's her GO FUND ME"" page working, Kamala rama lama ding-dong?  I believe you, Anita, or is it Antifa? The left is off the rails, and heading downhill with a load full of crap. Keep drinking, and smoking your meds."""	OFF	TIN	IND
61754	@USER I know a lot of Democrats you wish good things for her butt she turned to the dark side.	NOT	NULL	NULL
46787	@USER Dear Andrew I saw the endorsement by Cory Booker the both of you are made for each other secondly you're view are so far left since you and Cory both hate the President secondly you're a moron running against Rick Scott I hope get beat so bad	OFF	TIN	IND
29884	@USER i really do love you URL	NOT	NULL	NULL
42249	"@USER @USER Hey @USER the only men"" not doing the right thing are #liberals and #Democrats:  @USER @USER @USER  Rapists, abusers and criminals.  So you can kiss my white a$$ URL"	OFF	TIN	GRP
51631	@USER Bless their little entitlement selves. I will never watch another game.	NOT	NULL	NULL
76388	"@USER Nope.. He's still trying to make up for that inch difference."" He laughed, checking on his meal again. ""How was it? School I mean. You must've been busy considering where you are now.."""""	NOT	NULL	NULL
98854	@USER He is so talented!	NOT	NULL	NULL
63886	@USER Oh GOOD WE CAN START REMINDING PEOPLE ABOUT THE WORST ADMINISTRATION IN HISTORY OBAMA the I will not help blacks and Hispanics president that sent a plane filled with cash to Iran sent guns to Mexico so they could kill people and start a gun control riot and started Ferguson riot	OFF	TIN	GRP
35003	@USER @USER Y’all some bitches lol	OFF	TIN	IND
59951	"@USER @USER @USER @USER @USER You realize he was referring to Assault Weapons"". Good to know.  You are begging to have less rights b/c you are convinced that life in the USA is too scary with all these darn freedoms  Mexico has stringent gun control Go there &amp; see the utopia your authoritarianism has wrought"""	NOT	NULL	NULL
77583	@USER Antifa needs a good ole boy ass beating...	OFF	TIN	IND
72259	@USER And he was right	NOT	NULL	NULL
99640	@USER LMFAOOO IMAGINEEE but even if i did i wouldn’t say shit cos this fandom would go on fire	NOT	NULL	NULL
71658	@USER Speaks volumes to the shift of political ideology in Canada when a sitting Liberal MP identifies more with the the Opposition Conservatives.  Both parties have shifted too far left.	NOT	NULL	NULL
69455	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Or there is a completely reasonable explanation why our own F@USER GOV’T lied to its peeps about a plane hitting the pentagon which is clearly a missile......... 👇🏼👇🏼👇🏼👇🏼👇🏼👇🏼👇🏼👇🏼👇🏼 URL	OFF	TIN	OTH
60611	4.5 million kids in poverty a screwed up Universal Credit system  Brexitshambles an Economy teetering on the brink  ...the list is endless and the common factor &gt; @USER building a country fit for nothing	OFF	TIN	OTH
94310	@USER @USER @USER Snowflakes are liberals	OFF	TIN	GRP
24124	@USER @USER @USER Republicans constantly tell us about respecting law enforcement but ignore their judgment on gun control	OFF	TIN	OTH
41844	@USER @USER shit ode	OFF	UNT	NULL
23460	@USER Why should #SerenaWillams be paying a fine for speaking the truth? She is not responsible for a #coach who apparently was trying to sabotage her - not just the referee...	NOT	NULL	NULL
34508	@USER @USER @USER @USER @USER No it's not.  Too many people in and around government want to asset strip the NHS and sell it off to profiteers on an ideological whim. That they're doing this against the will of the British people smacks of arrogance and greed.	NOT	NULL	NULL
64022	@USER @USER Silly Joe! I’m a MAGA Of Society 💯🇺🇸❤️🇺🇸❤️🇺🇸... Feel That👊👊	NOT	NULL	NULL
89701	@USER He seems nice 🙄	NOT	NULL	NULL
18499	@USER r/India is exclusively dominated by liberals. I feel better on r/hinduism and r/religion ;)	NOT	NULL	NULL
58764	@USER @USER No his stream chat lmao I raided him and he wasn’t reading chat like the cutie he is	NOT	NULL	NULL
79631	He is awesome!!!! So personable and I know these people so appreciate him being there. MAGA URL	NOT	NULL	NULL
73548	@USER @USER @USER @USER Wrong...We are sending another giant F....you to Liberals...😉	OFF	TIN	OTH
88482	@USER @USER @USER 😂😂😂  He got our asses Not even believing  the truth about the truth!! Lmao! &amp; We Know! Water is damn wet...but cant even believe it coming out his lying ass mouth! 🙈🙈	OFF	TIN	IND
78709	@USER She is!	NOT	NULL	NULL
42004	@USER Gun control...breathe...sight picture....squeeze. This professor needs further instruction. :)	NOT	NULL	NULL
98165	@USER TEA. I WAS MAD WHEN I SAW THAT SHIT.	OFF	TIN	IND
98270	@USER Got something to hide Eric?	NOT	NULL	NULL
65781	@USER @USER His own fear of white people.	OFF	TIN	GRP
73789	@USER Why would DPD ride with this chic. I know code of blue. She is more trouble than good.	NOT	NULL	NULL
25777	@USER @USER What the liberals is going on 🤢🤥❄️ #Hollyweird 😱	NOT	NULL	NULL
11852	***William Molina Romero has been located safe and sound. He is back with his loved ones thanks to a community member spotting him. Thank you all for keeping a sharp eye out and ensuring his safe return home.*** URL	NOT	NULL	NULL
66902	@USER @USER What happened to your last guess Kevin Hassert?  Huntsman has already denied it. So you are calling him a liar.	NOT	NULL	NULL
40917	@USER Does  that mean you won’t be bullying women who support trans people? Bet you last ten minutes. You are a transphobe.	NOT	NULL	NULL
49950	@USER Good by football league will be direct URL football here the world comes.Petition to stop any all federal aid to football NFL.The people will have the last word.We will bring entire league to their knees begging for forgiveness.America deserves RESPECT.#	NOT	NULL	NULL
20901	@USER @USER Lol another illegal Antifa girl	OFF	TIN	IND
17580	@USER Guilt by association is good enough for Democrats when it comes to conservatives.	NOT	NULL	NULL
81515	@USER HE IS IM SO PROUD OF HIM	NOT	NULL	NULL
11027	"@USER Trump called Trudeau very dishonest and weak"" and the Conservatives cheer. Conservatives in Canada are Trump supporters. They will accept any crumbs that fall off Trumps table."""	OFF	TIN	IND
91649	@USER @USER #Nazis. We told you.   Join #Antifa!	NOT	NULL	NULL
72487	@USER @USER @USER If it is true why wait to say anything until now?   Answer : liberals will do/say anything not to have conservatives on the court.	NOT	NULL	NULL
17428	@USER @USER It really doesn't matter if she wanted to be an actress or not. Montel is grasping at potential insults to try to discredit Dana. The fact is she was hired to do a job and she is good at it. Trump haters simply attack her and you because their candidate lost. Montel is irrelevant	NOT	NULL	NULL
30602	@USER If you want more shooting just call G Soros!  He’s always happy to oblige with that! He pays antifa well	NOT	NULL	NULL
55026	@USER Drama queen. #WalkAway	NOT	NULL	NULL
69601	"@USER PPL need to remove the name trump"" &amp; put his shadow unelected administration are doing X Y &amp; Z. As anonymous said they are running the WH. Not taking away from spawns own complicity however if you think he is making decisions alone you are fooling yourself."""	NOT	NULL	NULL
64301	@USER @USER Policies like gun control? The democrats have and @USER has.	NOT	NULL	NULL
57174	@USER I loved her since victorious. She was my first girl crush but when I first heard The Way I became a hardcore stan.	OFF	TIN	IND
42484	@USER @USER @USER @USER Not a conservative. Antifa is a left wing terror group that uses fascist tactics and violence to silence opposing views. They are NO DIFFERENT than the “Sturmabteilung” brown shirts. Thugs. URL	OFF	TIN	OTH
44394	@USER This terrorist fanboy @USER and his saddo @USER cronies are wholly unfit to hold any public office. A proper @USER #Brexit supporting Tory PM would have wiped them out politically by now.	OFF	TIN	IND
71144	@USER @USER @USER @USER @USER Did you forget about the 7 years of war previous? Or perhaps the economic crash of 2008 and all of it's consequences? Maybe you need to be reminded of all the stonewalling by Congress on any attempts of gun control by the Obama administration?	NOT	NULL	NULL
67738	@USER At this point it’s like saying it’s “too soon to talk about gun control” after a school shooting. There isn’t any “too soon” anymore with gun control or climate change at the rate that things are effecting us.	NOT	NULL	NULL
79594	"@USER @USER @USER @USER Much of the data"" being put out by gun control groups is false and misleading. Needlessly scaring parents is not helpful at a personal or policy level, as this SUNY report illusterates. URL"	NOT	NULL	NULL
64154	@USER @USER @USER I thought conservatives were the ones trying to rewrite history? 🤔 URL	NOT	NULL	NULL
83204	@USER @USER @USER @USER He is great! Awesome songs... I love walk on by and what it is best!	NOT	NULL	NULL
44899	@USER @USER Oh course the NFL will cower in fear of liberals who trying to destroy the game.  Will submit to their demands	NOT	NULL	NULL
67557	@USER The 1965 immigration Act worked exactly how liberals hoped it would. Demographics are destiny.	NOT	NULL	NULL
26787	@USER why no witnesses? She reported it AT THE TIME! It’s obvious the truth isn’t your priority. There are other qualified conservatives judges. Why push him? Is it because your “president” is in legal jeopardy &amp; this Judge believes a sitting POTUS is untouchable? URL	OFF	TIN	IND
43126	@USER He went broke and got propped up by white liberals in Hollywood. That’s white privilege all day long. Stop defending coke head Tom Arnold.	NOT	NULL	NULL
87021	@USER @USER I'm waiting for the liberals to squeal that those sandwiches could feed poor families	OFF	TIN	IND
36568	Thank you for standing for DECENCY.  The liberal left is up to its same OLD tactics.  LIES at 11th hour from LEFTY Liberal haters.  This story stinks from outside in @USER #MAGA #tcot @USER @USER @USER @USER @USER @USER @USER URL	OFF	TIN	OTH
30284	@USER @USER Well unless you live in another country he is your President. He won by a long shot!!! Nobody wanted Hillary cause they knew it was be the same as useless Obama policies that did nothing.	OFF	TIN	IND
66663	@USER @USER @USER He is gonna ..how do you say..?? Splinter the Sphincter of DC🤣🤣 URL	NOT	NULL	NULL
46697	@USER Democrats continually prove how crazy they are... URL	OFF	TIN	OTH
44477	"1. My friend Anthony believes that having school spirit is very important. He is truly proud to be a Bobcat"" and so am I! #FDOM18 #TXST URL"	NOT	NULL	NULL
88326	@USER @USER she is getting death threats....can you go and be a shield for her so you don’t have to wait?	OFF	TIN	IND
54513	GOTTA LOVE A PRESIDENT THAT ACTUALLY CARES ABOUT THE PEOPLE OF THIS NATION!!!! #MAGA!!! #OBAMASUCKS URL	NOT	NULL	NULL
55504	@USER It's ok.😊💕 I'm glad you are ok.💓 It's good you had a nice safe and dreams.🧡	NOT	NULL	NULL
25980	@USER @USER @USER But under #Trump they agreed to take him back to Germany. So thank you @USER !!	NOT	NULL	NULL
77189	@USER Did Gutierrez go help? Or is he just a blow heart	NOT	NULL	NULL
37498	take me back to doing boomerangs in maga with 2 pints by my side at any one time :( x URL	NOT	NULL	NULL
17756	So I’m at the store and a dude walked in wit a MAGA shirt on (smh ) dog I was mean muggin the fuck outta dude so much that he left his broad in the store.🤷🏽‍♂️😆😆😆	OFF	TIN	IND
43548	@USER @USER Anthem protesters should consider what flag they could be living under... URL	NOT	NULL	NULL
38266	#wcw because look at how beautiful she is!!!!!! I wish I had this beauty tho but I am just in love with my baby sister 😍😩❤️ @USER URL	NOT	NULL	NULL
70669	@USER @USER 2 Thoughts:  1) Bad Aim 2) Waiting for Libs to scream:    “Gun Control”	NOT	NULL	NULL
80538	@USER @USER They've been trying. A couple of veterans happened 2 b assaulted by ANTIFA. Wrong!! They were surprised! Fight kinda broke up the protesting😲	NOT	NULL	NULL
82536	@USER @USER Interesting.... somehow the local liberal government has no responsibility in taking care of the local people.	NOT	NULL	NULL
70879	@USER @USER Absolutely no egos.  Jericho could have told Vince to F off he is not getting stunned but not only did he do it he sold it as well.  All the big guys took it on the chin when they had too that’s what made it the good old days	NOT	NULL	NULL
57019	@USER Sad day for all liberals 💃💃💃💃💃💃💃💃💃💃😂😂😂😂😂	NOT	NULL	NULL
80395	@USER She is so proud	NOT	NULL	NULL
72239	@USER also yes he. IS	NOT	NULL	NULL
28045	@USER @USER @USER @USER Liberals crack me up. Don’t these people have jobs?  Lol.	NOT	NULL	NULL
83593	@USER @USER Trump promotes all people. You as well. At lest they don't have BLM signs or are dressed as AntiFa and beating people. These are patches and I look at everyone defensively. The Way Cool patch was the ! Love GUNS and TITTIES! #WalkAway #MAGA #TRUMP	NOT	NULL	NULL
57083	@USER Twitter censors conservatives and Republicans regardless of the bullshit they tell Congress and the world.	NOT	NULL	NULL
19314	@USER At least we now know why she is called princess toadstool	OFF	TIN	IND
82630	The Nike Commercial MAGA Deserves URL via @USER	NOT	NULL	NULL
42320	@USER @USER @USER @USER Bridget that's another Crazy One! Absolutely correct! She is a Mess! and what she did to our President with the Head in her hand!  She should have gone to Jail for that! She is a MONSTER! URL	OFF	TIN	IND
11653	@USER Like if Andrea comes up to you and offers it I believe you should get it because YOU EARNED IT. I’ve thought that since the beginning of the 1989 tour and I just now met her last week. If you are offered you’re not “taking someone else’s slot” because it was you that was offered.	NOT	NULL	NULL
37685	@USER He is a coward.	OFF	TIN	IND
14362	@USER By 'democracy' of course he means the Democrat party.	NOT	NULL	NULL
37624	@USER Poor B she is desperate for attention so she tries to take it off from MAC Miller and put it back on her by her sarcasm which totally flopped. B stick to grieving silently and allow the families who have lost their loved ones to grieve without you taking that away from them.	NOT	NULL	NULL
44067	"@USER After watching the entire match and controversy Serena is lucky she didn't get a match misconduct. She is so upset that the ref. Would give her a warning for her coach coaching"" which he even admitted to. The ref did nothing wrong he enforced the rule and Serena did it like it."""	OFF	TIN	IND
61303	@USER I met him several years ago. He is the shorter than you’re expecting man.	NOT	NULL	NULL
41132	@USER @USER has always been regarded as UK’s worst ever PM -  and that’s by the Conservatives. How he can still get his foot in the door in Europe tells you everything you need to now about its bosses.	NOT	NULL	NULL
14570	@USER thanks for the following and together we can help MAGA and KAG and we can make our Great State of Texas even Greater by encouraging everyone we know to vote Red	NOT	NULL	NULL
31422	- Last Halloween and Christmas my baby girl was still baking. She is here this year &amp; I can’t wait to dress up with her and take pictures. 💙	NOT	NULL	NULL
35366	@USER @USER Good for you Matt!  Common sense. #MAGA 🇺🇸	NOT	NULL	NULL
46541	@USER Brave enough to say it?! Your late to the party fat boy. Ppl been calling POTUS a nazi for a while now. Smh	NOT	NULL	NULL
17793	@USER Course in treachery 🤑	NOT	NULL	NULL
81517	@USER @USER WTF??! SHE IS ONE.... I did say I hope trumps doc rots off but nobody noticed... oh yah I tagged him too... I better tone down the dick falling off. It will happen soon enough!!!!🤭🤔😂	OFF	TIN	IND
43228	@USER YOU ARE TRULY a champion in every sense!! You win AND lose with grace! @USER you too are a champion!! Thanks for the terrific tournament!! URL	NOT	NULL	NULL
55661	If the statement was so immediate why did the GOP have a letter with 65 signatures. Think they collected that in a day? #maga URL	NOT	NULL	NULL
83511	@USER @USER @USER @USER @USER @USER Welcome back home to South Africa champ ☺🤗. I am sure you are very happy to be back home with all your family and friends ☺🤗. Enjoy your time here in SA ☺	NOT	NULL	NULL
83941	#ShameOnYou #conservatives proud of yourselves for inflicting such horrors on the folk of #Palestinian.…... URL	OFF	TIN	GRP
47037	@USER Censorship	NOT	NULL	NULL
97119	#guns #2A 'Last Lockdown' statues part of gun-control group's plan to change minds in pro-gun districts: Tucker: Left colluding with companies to suppress gun rights Tucker: The ideological gap between the leaders of America's most URL URL	NOT	NULL	NULL
33166	@USER @USER @USER white supremacist? You mean Antifa?	NOT	NULL	NULL
76717	@USER Another low life coming out of the wood work!	NOT	NULL	NULL
31333	@USER You are abhorrent	OFF	UNT	NULL
19648	@USER Yes you are stalking. That's what a weirdo would do. If my tweets over video games hurt your feelings then go ahead and block me. Lol	OFF	TIN	IND
51072	@USER @USER lol how on earth do you think antifa needs funds for anything? kicking nazis is free and business is booming	OFF	TIN	GRP
43615	@USER What the fuck? You don’t care about your friend? You are not a real friend then 🤦🏽‍♂️ he not losing anyone special then cuz you can’t even be a real friend and that’s sad	OFF	TIN	IND
76446	#MAGA you ignorant dupes. Everyone knows this is just not true. URL	OFF	TIN	IND
42677	@USER Yes they have and its infuriating.	NOT	NULL	NULL
77167	@USER @USER you are amazing too Mr. O Broin and I never get tired of saying it to you. This is my way to tell you how much your teaching Gaelic keeping this language alive means. I am so proud. Tapah a Leibh.	NOT	NULL	NULL
73768	@USER @USER I would have thought a nazi incel spunktrumpet like Shapiro WOULD actually feel rage about an Antifa film.	NOT	NULL	NULL
59997	@USER All my guns are defensive; even the one that shoots further. URL	NOT	NULL	NULL
92596	Thank you @USER  #MAGA #KAG #WalkAway URL	NOT	NULL	NULL
66379	@USER @USER Probably really had more to do with Rubio.	NOT	NULL	NULL
83092	@USER God help us all if she is	NOT	NULL	NULL
29569	@USER @USER @USER @USER As opposed to the utter lies that were told to gain the No vote in 2014?  You are a funny man...	NOT	NULL	NULL
90040	@USER @USER I love @USER !! @USER stop your racist censorship now!!	OFF	TIN	OTH
10032	@USER bitch i saw your whole ass tweet from wednesday you bitches always talking shit then back pedaling lmao just admit it	OFF	TIN	IND
87568	@USER @USER @USER @USER She is weak and this is her excuse to use her vote pro Kavanaugh	NOT	NULL	NULL
23152	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Followed most patriots already and got the rest appreciate a follow back #MAGA 👍	OFF	TIN	GRP
57848	@USER @USER Alt right conspiracy conservatives (TM) find common cause with alt left Putin sympathizers	NOT	NULL	NULL
17407	@USER @USER An excuse for conservatives to do nothing.	NOT	NULL	NULL
86359	@USER Why are you talking?  You have zero credibility with anyone!  You lied to the @USER and you lied to America. Slither back under your rock!  Your wife said you were going to be “the John Dean” of the scandal- you are “the George Costanza” #liar	OFF	TIN	IND
56554	@USER He is reprehensible. Him and Durbin.	NOT	NULL	NULL
42454	@USER @USER Find a voice? The voice they have is their choice to say no to having unprotected sex ... it's not just pregnancy women need to worry about it's STDS and HIV also ... Being responsible for your sexual safety is important ... In the age of #metoo you should already know this.	OFF	TIN	IND
17941	@USER that shit different frfr.	OFF	UNT	NULL
42874	@USER @USER Because he is a liberal.	NOT	NULL	NULL
82870	@USER He is a millionaire. Trust me he'll just fine.	NOT	NULL	NULL
73770	@USER @USER @USER We skewer Sushma Swaraj also for treason. We r not inconsistent like u leftists/liberals. Take ur bloody poison somewhere else.	OFF	TIN	GRP
30302	@USER @USER He is a legend😜	NOT	NULL	NULL
10855	@USER @USER This is a common message from liberals and Democrats.   Remember Nancy Pelosi we have to approve the health care package -Obama care and then we’ll see what’s in it afterwards🤔	NOT	NULL	NULL
78603	@USER @USER Its what the liberals do. Make stuff up and throw it at the wall and see if anything sticks. Too bad they didnt care about the accusations with credible evidence against slick willie clinton	NOT	NULL	NULL
81452	@USER Liberals complaining workers are too well paid? Seriously? Who's running the envy card now?	NOT	NULL	NULL
57728	2 SAY GOD'S NAME ANYWHERE IS 4 THE BRAVE HEAVEN IS 4 THOSE WHO R MIGHTY IN COURAGE   WEAK PEOPLE ARE POLITICAL CORRECT BECAUSE THEY LIVE IN DARKNESS  LIBERALS ARE STRONG IN EVIL N DARK WAYS THEY LIKE THE DARK  IF THEY SAY GOD'S NAME LIGHT SHINES OVER THEM  THEY 😨 OF GOD'S LIGHT URL	NOT	NULL	NULL
21584	#liberals making life unaffordable by taxation URL	NOT	NULL	NULL
66763	@USER lmaooo. girl you are lyingggg. it didn’t take two weeks for them to take all this money for these tickets i purchased! but thanks girl lol	NOT	NULL	NULL
23880	@USER Hahaha what great comedy. Liberals are freaking hysterical	NOT	NULL	NULL
70591	@USER Maybe your underlying theory is wrong.   There are a number of ways in which the nomination supports MAGA. Some of which Trump has hinted at.	NOT	NULL	NULL
52818	@USER @USER Action talks and BULLSHIT walks	OFF	TIN	IND
85045	@USER haaaaaa cause it never happened so if ye gonna tweet shit make sure it’s fact kid 🙄	OFF	TIN	IND
74577	@USER Exhibit A gor the utter irrationality of the Left. Respect and support for women....I think not!!	OFF	TIN	GRP
57157	@USER @USER @USER @USER @USER @USER @USER You look Beautiful Ashley.Yr home away from home! U look so comfortable.Hey @USER let's bring Bridget home 2b w the rest of her family&amp;friends as a Regular on the show.I'm a diehard fan&amp;want AJ back on 📺 screen where she is happiest #BringBridgetHome #BringBridgetBack ❤AJ	NOT	NULL	NULL
73399	@USER @USER @USER Buckwheat in the 1930's. Pretty sure he and Eddie aren't promoting white supremeists. #MAGA URL	NOT	NULL	NULL
35984	@USER @USER Dude go away ....tin hatters like you make us conservatives look bad .....get a job	NOT	NULL	NULL
64868	#RSSReachesOut  This one step by the RSS can show the sense of nationalism it has when other UrbanNaxals are colluding with each other only to tear India apart. @USER @USER @USER @USER are working so hard for the downfall of India. Shame on liberals	OFF	TIN	IND
29770	@USER @USER @USER AHH TOM 👏👏 she is right though it’s v good	NOT	NULL	NULL
81173	@USER I'm not so sure.  Only a mild increase in FL with more new Rs than Ds. URL  Nor in Texas. URL  NV shows about a +2% increase.  URL  I've been struck by how small a role gun control seems to be playing in this election.	NOT	NULL	NULL
43261	@USER I'M ALMOST SHOT BY LA GANG MEMBER/ILLEGAL IN TRAFFIC 9/5/4.45 PM MY BELIEF IN THE 2ND AMENDMENT:REACHES ABSOLUTE:CRIMINALS WANT VICTIMS UNARMED:PIX LATER: NRA GUN CONTROL RIGHTS GRAB FALSE FLAG 2A #ICE POLSI FIENSTINE TRUMP	OFF	UNT	NULL
45593	@USER @USER There is a worse gang then MS 13 and thier based out of DC... what has he done about people assulting Trump supporters? Antifa surley has broken people civil rights...he gone Trump can and will fire him ..mater if time.	NOT	NULL	NULL
52825	@USER @USER @USER @USER @USER I'm sure most patients would prefer to be treated in a professional and transparent manner by the NHS rather than being packed off to some carpet bagging health company hoping to squeeze a shareholder dividend out of an essential public service monopoly.	NOT	NULL	NULL
65816	@USER ...wondering what shit on our east coast causing God to send Florence to punish them...? A good guess would be the neo-faux Christian followers of trump..!	OFF	TIN	GRP
99950	@USER He is Spartacus!!!	NOT	NULL	NULL
31475	@USER @USER They probably get bonus pay for that	NOT	NULL	NULL
86094	@USER @USER I don’t think she needed any money to do this. I think she is so left wing that she thinks she is Joan of Arc. Now we have Spartacus and Joan....who’s next on the agenda?	NOT	NULL	NULL
20386	"@USER Reimu just chuckles over how stern Kogasa is but... it does feel nice knowing she cares a lot. Also... One of her hands maaayy be stroking Kogasas back while she is trying to keep steady.  Heh. As long as no pesky Youkai tries to go at you, I'll take a nice vacation~."""""	NOT	NULL	NULL
12506	@USER It bothers me because I feel whoever still supports him is just as racist as he is.  I'm half black and my daughters and daughter are black so I don't get how my family doesn't see anything wrong with supporting him.	OFF	TIN	OTH
75491	@USER FBI has nothing to investigate.	NOT	NULL	NULL
22971	@USER @USER @USER 😀 I’m happy to say the same about conservatives.	NOT	NULL	NULL
47981	@USER  I love your movies so much and I think you are amazing and beautiful	NOT	NULL	NULL
37761	@USER Damn hope you find some bitch 😂 I bought some yesterday LMAOOOO	OFF	TIN	IND
60058	@USER We agree that Trump is a Nazi sympathizer. But the Sandy Hook Hoax and gun control is right out of Hitler's playbook. Bloomberg is a Nazi when it comes to gun control. Dems need to moderate!!!!	OFF	TIN	IND
40172	@USER @USER @USER No proof. Nor does the complaint ever intend to get us some. You have a woman who been an Democratic activist supporting in donations. Also in her time wearing her pink hats in Wash in 2016. As well as helping ANTIFA. Who high school year book has been scrubbed off the internet	NOT	NULL	NULL
91779	"...or the many other instances where AR-15s used for home defense are labeled mass shootings"" by gun control:  URL"	NOT	NULL	NULL
13588	@USER @USER @USER @USER Be smarter- Congress legislates. We need congress with better skill stacks to solve. Dr Shiva has incredible proposal.  If u can stop long enough to learn.  URL	NOT	NULL	NULL
66933	@USER @USER U2= Most overrated band of all time.	NOT	NULL	NULL
45312	@USER i saw this before the results and literally thought i got eliminated WE URL	NOT	NULL	NULL
46102	@USER Hope she is ok.	NOT	NULL	NULL
57973	@USER @USER This clown need maga listeners.   Nothing more nothing less.   Total fraud.	OFF	TIN	IND
74219	@USER im sure you are not :((	NOT	NULL	NULL
82931	@USER He is quite the yarn spinner	NOT	NULL	NULL
63248	@USER @USER @USER No it's because he is Democrat about to be Antifa Socialist just like you.	NOT	NULL	NULL
90738	@USER God help us all!!	NOT	NULL	NULL
40415	@USER Innocent until proven guilty!         I think time has run out on this! And personnel I think she is lying! And someone is paying her to lie! JMO	OFF	TIN	IND
89726	@USER Hold on - another poll coming out soon !! URL	NOT	NULL	NULL
67079	@USER @USER @USER @USER Excellent point which is why so  many will not understand the deep emotion and pain behind @USER words. She was defending her character. She is not a cheater and would not allow someone to allude that she was. The game violation at that point in the match was unreal.	NOT	NULL	NULL
82966	@USER @USER We? So you are going to help like you did at the 911 site?  Pictures pleaz. 🤥	NOT	NULL	NULL
29760	@USER @USER It's too had liberals are exempt from laws.	NOT	NULL	NULL
88661	"@USER Only conjecture but with so high undecided it could be some fear the militant parts of the left like ANTIFA who promise to punish those who do not vote in the approved manner. There was s report that voter rolls were being reviewed for GOP to be visited """""	NOT	NULL	NULL
35025	😀😆😂 @USER rocks #MAGA 👍 URL	OFF	UNT	NULL
14890	@USER @USER Not so bloodless for some  ... because ANTIFA...	NOT	NULL	NULL
40836	"@USER Everyone in Washington gets one vote like everybody else. 63 million Americans disagree with John Kerry. His comments reflect the disrespect he and his cronies have for Americans. To them we Deplorables"" aren't qualified to elect a President!"""	NOT	NULL	NULL
32730	@USER Heroes and villains. Garak is neither. He is: URL	NOT	NULL	NULL
71500	@USER @USER @USER obama took away the constitution from us and that is a FACT..SANCTUARY STATES takes away OUR guarantied Protection from Invasion...Obamas BLM and ANTIFA that takes away OUR guarantied Protection from DOMESTIC VIOLENCE by the way all gun control laws come from Article 4 sec 4	NOT	NULL	NULL
97799	@USER she is the only (semi?) important girl chara so ig thats who normie fans relate to? like also its teacher/student which is an obvious straight ship	NOT	NULL	NULL
33106	"@USER I hope you're also spending energy focusing on #antifa and the endless attacks on conservative citizens, cops, journalists, their destruction of property and the strange phenominon of journalists"" ignoring them?  Just kidding. Not like you're a real journalist/documentarian."""	NOT	NULL	NULL
53102	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Every soldier coming in will report to the hotel until barracks assignments are made. If married they would stay until a home is found. Now I read through their description and I know that unit. The were beefing that unit up 3-4 years. It was a new unit. I do however think it	NOT	NULL	NULL
44219	"@USER Liberals are against abortion too: we call it birth control."""""	NOT	NULL	NULL
25183	@USER @USER the USA is NOT a democracy. The USA is a constitutional republic!  Take a civics class!	NOT	NULL	NULL
33761	@USER He really bisca fool huh	OFF	UNT	NULL
